1045,1,1,oz,28.35,,
1045,2,1,package (8 oz),227,,
1046,1,1,cup,113,,
1046,2,1,oz,28.35,,
1046,3,1,slice (3/4 oz),21,,
1046,4,1,package (8 oz),227,,
1047,1,1,oz,28.35,,
1047,2,1,package (8 oz),227,,
1048,1,1,"cup, diced",140,,
1048,2,1,cup,244,,
1048,3,1,oz,28.35,,
1048,4,1,cubic inch,18,,
1048,5,1,jar (5 oz),142,,
1048,6,1,slice,34,,
1048,7,1,"slice, thin",14,,
1049,1,1,cup,242,,
1049,2,1,tbsp,15,,
1049,3,1,fl oz,30.2,,
1049,4,1,"container, individual (.5 fl oz)",15,,
1050,1,1,cup,240,,
1050,2,1,tbsp,15,,
1050,3,1,fl oz,30,,
1050,4,1,"container, individual",11.1,,
1052,1,1,"cup, whipped",120,,
1052,2,1,"cup, fluid (yields 2 cups whipped)",239,,
1052,3,1,tbsp,15,,
1053,1,1,"cup, whipped",120,,
1053,2,1,"cup, fluid (yields 2 cups whipped)",238,,
1053,3,1,tbsp,15,,
1053,4,1,fl oz,29.8,,
1054,1,1,cup,60,,
1054,2,1,tbsp,3,,
1055,1,1,cup,242,,
1055,2,1,tbsp,15,,
1056,1,1,cup,230,,
1056,2,1,tbsp,12,,
1057,1,1,cup,254,,
1057,2,1,fl oz,31.8,,
1057,3,1,quart,1016,,
1058,1,1,cup,235,,
1058,2,1,tbsp,12,,
1059,1,1,cup,244,,
1059,2,1,quart,976,,
1060,1,1,cup,244,,
1060,2,1,fl oz,30.5,,
1060,3,1,quart,976,,
1067,1,1,cup,240,,
1067,2,1,fl oz,30,,
1067,3,1,"container, individual",15,,
1067,4,0.5,cup,120,,
1068,1,1,"container, individual",15,,
1068,2,0.5,cup,120,,
1069,1,1,cup,94,,
1069,2,1,tsp,2,,
1069,3,1,packet,3,,
1070,1,1.5,oz,43,,
1070,2,1,"portion, amount to make 1 tbsp",1.3,,
1071,1,1,cup,80,,
1071,2,1,tbsp,4,,
1071,3,1,package yields,160,,
1072,1,1,cup,70,,
1072,2,1,tbsp,4,,
1073,1,1,cup,75,,
1073,2,1,tbsp,4,,
1074,1,1,cup,230,,
1074,2,1,oz,28.35,,
1075,1,1,cup,244,,
1075,2,1,fl oz,30.5,,
1075,3,1,quart,976,,
1076,1,1,cup,244,,
1076,2,1,quart,976,,
1077,1,1,cup,244,,
1077,2,1,tbsp,15,,
1077,3,1,fl oz,30.5,,
1077,4,1,quart,976,,
1078,1,1,cup,244,,
1078,2,1,quart,976,,
1079,1,1,cup,244,,
1079,2,1,fl oz,30.5,,
1079,3,1,quart,976,,
1080,1,1,cup,245,,
1080,2,1,quart,980,,
1081,1,1,cup,246,,
1081,2,1,quart,984,,
1082,1,1,cup,244,,
1082,2,1,fl oz,30.5,,
1082,3,1,quart,976,,
1083,1,1,cup,245,,
1083,2,1,quart,980,,
1084,1,1,cup,246,,
1084,2,1,quart,984,,
1085,1,1,cup,245,,
1085,2,1,fl oz,30.6,,
1085,3,1,quart,980,,
1086,1,1,cup,245,,
1086,2,1,fl oz,30.6,,
1086,3,1,quart,980,,
1087,1,1,cup,246,,
1087,2,1,quart,984,,
1088,1,1,cup,245,,
1088,2,1,fl oz,30.6,,
1088,3,1,quart,980,,
1089,1,1,cup,244,,
1089,2,1,fl oz,30.5,,
1089,3,1,quart,976,,
1090,1,1,cup,128,,
1090,2,0.25,cup,32,,
1091,1,1,cup,120,,
1091,2,0.25,cup,30,,
1092,1,1,cup,68,,
1092,2,1,envelope (1-1/3 cup),91,,
1092,3,0.333,cup (makes 1 cup reconstituted milk),23,,
1093,1,1,oz,28.35,,
1093,2,0.25,lb,113,,
1094,1,1,cup,120,,
1094,2,1,tbsp,6.5,,
1095,1,1,cup,306,,
1095,2,1,fl oz,38.2,,
1096,1,1,cup,252,,
1096,2,1,fl oz,31.5,,
1096,3,1,can (13 oz),369,,
1096,4,0.5,cup,126,,
1097,1,1,cup,256,,
1097,2,1,fl oz,31.9,,
1097,3,0.5,cup,128,,
1102,1,1,cup,250,,
1102,2,1,fl oz,31.2,,
1102,3,1,quart,1000,,
1103,1,1,cup,250,,
1103,2,1,fl oz,31.2,,
1103,3,1,quart,1000,,
1104,1,1,cup,250,,
1104,2,1,quart,1000,,
1105,1,1,cup,250,,
1105,2,1,fl oz,31.2,,
1106,1,1,cup,244,,
1106,2,1,fl oz,30.5,,
1106,3,1,quart,976,,
1107,1,1,cup,246,,
1107,2,1,fl oz,30.8,,
1108,1,1,cup,244,,
1108,2,1,quart,976,,
1109,1,1,cup,245,,
1109,2,1,quart,980,,
1110,1,1,fl oz,28.4,,
1110,2,1,container (10.6 oz),300,,
1111,1,1,fl oz,28.4,,
1111,2,1,container (11 oz),313,,
1112,1,1,cup,246,,
1112,2,1,quart,984,,
1113,1,1,cup,57,,
1113,2,1,tbsp,2.9,,
1114,1,1,cup,246,,
1114,2,1,quart,984,,
1115,1,1,cup,145,,
1115,2,1,tbsp,7.5,,
1116,1,1,cup (8 fl oz),245,,
1116,2,1,container (8 oz),227,,
1116,3,0.5,container (4 oz),113,,
1117,1,1,cup (8 fl oz),245,,
1117,2,1,container (8 oz),227,,
1117,3,0.5,container (4 oz),113,,
1118,1,1,cup (8 fl oz),245,,
1118,2,1,container (8 oz),227,,
1118,3,0.5,container (4 oz),113,,
1119,1,1,cup (8 fl oz),245,,
1119,2,1,container (8 oz),227,,
1119,3,0.5,container (4 oz),113,,
1120,1,1,cup (8 fl oz),245,,
1120,2,1,container (4.4 oz),125,,
1120,3,1,container (5 oz),142,,
1120,4,1,container (6 oz),170,,
1120,5,1,container (8 oz),227,,
1120,6,0.5,container (4 oz),113,,
1121,1,1,cup (8 fl oz),245,,
1121,2,1,container (6 oz),170,,
1121,3,1,container (8 oz),227,,
1121,5,1,"container, Dannon Sprinkl'ins (4.1 oz)",116,,
1121,6,0.5,container (4 oz),113,,
1122,1,1,container (8 oz),227,,
1122,2,0.5,container (4 oz),113,,
1123,1,1,cup (4.86 large eggs),243,,
1123,2,1,extra large,58,,
1123,3,1,jumbo,65,,
1123,4,1,large,50,,
1123,5,1,large,50,,
1123,6,1,medium,44,,
1123,7,1,small,37,,
1124,1,1,cup,243,,
1124,2,1,large,33,,
1125,1,1,cup,243,,
1125,2,1,large,17,,
1126,1,0.5,lb,227,,
1127,1,0.5,lb,227,,
1128,1,1,large,46,,
1129,1,1,"cup, chopped",136,,
1129,2,1,tbsp,8.5,,
1129,3,1,large,50,,
1130,1,1,tbsp,15,,
1130,2,1,large,61,,
1131,1,1,large,50,,
1132,1,1,cup,220,,
1132,2,1,tbsp,13.7,,
1132,3,1,large,61,,
1133,1,1,"cup, sifted",85,,
1133,2,1,tbsp,5,,
1134,1,1,"cup, sifted",85,,
1134,2,1,tbsp,5,,
1135,1,0.5,lb,227,,
1136,1,1,"cup, sifted",107,,
1136,2,1,tbsp,14,,
1137,1,1,"cup, sifted",67,,
1137,2,1,tbsp,4,,
1138,1,1,egg,70,,
1139,1,1,egg,144,,
1140,1,1,egg,9,,
1141,1,1,egg,79,,
1142,1,1,cup,240,,
1142,2,0.25,cup,60,,
1143,1,1,cup,251,,
1143,2,1,tbsp,16,,
1143,3,1.5,fl oz,47,,
1144,1,0.35,oz,9.9,,
1144,2,0.7,oz,20,,
1145,1,1,cup,227,,
1145,2,1,tbsp,14.2,,
1145,3,1,"pat (1"" sq, 1/3"" high)",5,,
1145,4,1,stick,113,,
1146,1,1,tbsp,5,,
1147,1,1,oz,28.35,,
1147,2,1,cubic inch,18,,
1148,1,1,oz,28.35,,
1148,2,1,cubic inch,18,,
1149,1,1,oz,28.35,,
1149,2,1,package (8 oz),227,,
1150,1,1,oz,28.35,,
1150,2,1,jar (5 oz),142,,
1151,1,1,cup,245,,
1151,2,1,quart,980,,
1152,1,1,cup,245,,
1152,2,1,quart,980,,
1153,1,1,fl oz,31.5,,
1153,2,0.5,cup,126,,
1154,1,1,cup,120,,
1154,2,0.25,cup,30,,
1155,1,1,cup,68,,
1155,2,1,envelope (1-1/3 cup),91,,
1156,1,1,oz,28.35,,
1157,1,1,oz,28.35,,
1159,1,1,oz,28.35,,
1160,1,0.5,lb,227,,
1161,1,1,"cup, shredded",113,,
1161,2,1,oz,28.35,,
1161,3,1,cubic inch,18,,
1161,4,1,slice,28,,
1161,5,3,oz,85,,
1163,1,1,cup,215,,
1163,2,0.5,cup,108,,
1164,1,1,cup,243,,
1164,2,2,tbsp,30,,
1165,1,1,"cup, crumbled",132,,
1165,2,1,oz,28.35,,
1166,1,1,"cup, diced",132,,
1166,2,1,"cup, shredded",113,,
1166,3,1,oz,28.35,,
1166,4,1,cubic inch,18,,
1166,5,1,slice (1 oz),28,,
1167,1,1,"cup, diced",132,,
1167,2,1,"cup, shredded",113,,
1167,3,1,oz,28.35,,
1167,4,1,cubic inch,17,,
1167,5,1,slice (1 oz),28,,
1168,1,1,"cup, diced",132,,
1168,2,1,"cup, shredded",113,,
1168,3,1,oz,28.35,,
1168,4,1,cubic inch,17,,
1168,5,1,slice (1 oz),28,,
1169,1,1,"cup, diced",132,,
1169,2,1,"cup, shredded",113,,
1169,3,1,oz,28.35,,
1169,4,1,cubic inch,17,,
1169,5,1,slice (1 oz),28,,
1188,1,2,tbsp,33,,
1189,1,2,tbsp,35,,
1190,1,1,slice,21,,
1191,1,1,oz,28,,
1192,1,1,oz,28,,
1193,1,2,tbsp,31,,
1194,1,2,tbsp,32,,
1195,1,1,container (8 oz),227,,
1196,1,1,container (4.4 oz),125,,
1197,1,1,container (8 oz),227,,
1198,1,1,container (8 oz),227,,
1199,1,1,cup,242,,
1199,2,1,tbsp,15,,
1199,3,1,fl oz,30.2,,
1199,4,1,"container, individual (.5 fl oz)",15,,
1202,1,1,cup,250,,
1202,2,1,fl oz,31.2,,
1202,3,1,quart,1000,,
1203,1,1,8 oz container (8 oz),227,,
1203,2,1,cup (8 fl oz),245,,
1203,3,1,6 oz container (6 oz),170,,
2001,1,1,tbsp,6,,
2001,2,1,tsp,1.9,,
2002,1,1,tbsp,6.7,,
2002,2,1,tsp,2.1,,
2003,1,1,"tsp, leaves",0.7,10,0.03
2003,2,1,"tbsp, leaves",2.1,30,0.12
2003,3,1,"tsp, ground",1.4,,
2003,4,1,"tbsp, ground",4.5,,
2004,1,1,"tbsp, crumbled",1.8,,
2004,2,1,"tsp, crumbled",0.6,,
2005,1,1,tbsp,6.7,,
2005,2,1,tsp,2.1,,
2006,1,1,"tbsp, ground",5.8,,
2006,2,1,"tsp, ground",2,,
2007,1,1,tbsp,6.5,,
2007,2,1,tsp,2,,
2008,1,1,tbsp,1.9,,
2008,2,1,tsp,0.6,,
2009,1,1,tbsp,7.5,,
2009,2,1,tsp,2.6,,
2010,1,1,tbsp,6.8,,
2010,2,1,tsp,2.3,,
2011,1,1,tbsp,6.6,,
2011,2,1,tsp,2.1,,
2012,1,1,tbsp,1.8,,
2012,2,1,tsp,0.6,,
2013,1,1,tbsp,5,,
2013,2,1,tsp,1.8,,
2014,1,1,tbsp,6,,
2014,2,1,tsp,2.1,,
2015,1,1,tbsp,6.3,,
2015,2,1,tsp,2,,
2016,1,1,tbsp,6.6,,
2016,2,1,tsp,2.1,,
2017,1,1,tbsp,3.1,,
2017,2,1,tsp,1,,
2018,1,1,tbsp,5.8,,
2018,2,1,tsp,2,,
2019,1,1,tbsp,11.1,,
2019,2,1,tsp,3.7,,
2020,1,1,tbsp,8.4,,
2020,2,1,tsp,2.8,,
2021,1,1,tbsp,5.4,,
2021,2,1,tsp,1.8,,
2022,1,1,tbsp,5.3,,
2022,2,1,tsp,1.7,,
2023,1,1,tbsp,1.7,,
2023,2,1,tsp,0.6,,
2024,1,1,tbsp,11.2,,
2024,2,1,tsp,3.3,,
2025,1,1,tbsp,7,,
2025,2,1,tsp,2.2,,
2026,1,1,tbsp,6.9,10,0.12
2026,2,1,tsp,2.4,10,0.04
2027,1,1,"tsp, leaves",1,10,0.03
2027,2,1,"tsp, ground",1.8,10,0.05
2028,1,1,tbsp,6.9,,
2028,2,1,tsp,2.1,,
2029,1,1,tbsp,1.3,,
2029,2,1,tsp,0.3,,
2030,1,1,tbsp,6.4,,
2030,2,1,tsp,2.1,,
2030,3,1,dash,0.1,,
2031,1,1,tbsp,5.3,,
2031,2,1,tsp,1.8,,
2032,1,1,tbsp,7.1,,
2032,2,1,tsp,2.4,,
2033,1,1,tbsp,8.8,,
2033,2,1,tsp,2.8,,
2034,1,1,tbsp,3.7,,
2034,2,1,tsp,1.5,,
2035,1,1,tbsp,5.6,,
2035,2,1,tsp,1.7,,
2036,1,1,tbsp,3.3,,
2036,2,1,tsp,1.2,,
2037,1,1,tbsp,2.1,,
2037,2,1,tsp,0.7,,
2038,1,1,tbsp,2,,
2038,2,1,tsp,0.7,,
2039,1,1,tbsp,4.4,,
2039,2,1,tsp,1.4,,
2041,1,1,"tsp, leaves",0.6,10,0.03
2041,2,1,"tbsp, leaves",1.8,30,0.08
2041,3,1,"tsp, ground",1.6,,
2041,4,1,"tbsp, ground",4.8,,
2042,1,1,"tsp, leaves",1,30,0.06
2042,2,1,"tbsp, leaves",2.7,30,0.17
2042,3,1,"tsp, ground",1.4,,
2042,4,1,"tbsp, ground",4.3,,
2043,1,1,tbsp,6.8,,
2043,2,1,tsp,2.2,,
2044,1,2,tbsp,5.3,,
2044,2,5,leaves,2.5,,
2045,1,1,cup sprigs,8.9,,
2045,2,5,sprigs,1,,
2046,1,1,cup,250,,
2046,2,1,tsp or 1 packet,5,,
2047,1,1,cup,292,,
2047,2,1,tbsp,18,,
2047,3,1,tsp,6,,
2047,4,1,dash,0.4,,
2048,1,1,cup,239,,
2048,2,1,tbsp,14.9,,
2048,3,1,tsp,5,23,0.785
2049,1,1,tsp,0.8,,
2049,2,0.5,tsp,0.4,,
2050,1,1,cup,208,,
2050,2,1,tbsp,13,,
2050,3,1,tsp,4.2,,
2051,1,1,tbsp,13,,
2051,2,1,tsp,4.2,,
2052,1,1,tbsp,13,,
2052,2,1,tsp,4.2,,
2053,1,1,cup,238,,
2053,2,1,tbsp,14.9,,
2053,3,1,tsp,5,,
2054,1,1,"tbsp, drained",8.6,,
2055,1,1,tbsp,15,,
2055,2,1,tsp,5,,
2063,1,1,tbsp,1.7,,
2063,2,1,tsp,0.7,,
2064,1,2,tbsp,3.2,,
2064,2,2,leaves,0.1,,
2065,1,2,tbsp,11.4,,
2066,1,1,tbsp,1.6,,
2066,2,1,tsp,0.5,,
3002,1,1,tbsp,15,,
3002,2,1,oz,28.35,,
3002,3,1,jar,71,,
3002,4,1,jar Beech-Nut Stage 1 (2.5 oz),71,,
3002,5,1,jar Gerber Second Foods (2.5 oz),71,,
3002,6,1,jar Heinz Strained-2 (2.5 oz),71,,
3003,1,1,tbsp,15,,
3003,2,1,oz,28.35,,
3003,3,1,jar,71,,
3003,4,1,jar Gerber Third Foods (2.5 oz),71,,
3003,5,1,jar Heinz Junior-3 (2.5 oz),71,,
3005,1,1,tbsp,15,,
3005,2,1,oz,28.35,,
3005,3,1,jar,71,,
3005,4,1,jar Beech-Nut Stage 1 (2.5 oz),71,,
3005,5,1,jar Gerber Second Foods (2.5 oz),71,,
3005,6,1,jar Heinz Strained-2 (2.5 oz),71,,
3007,1,1,oz,28.35,,
3007,2,1,jar,71,,
3008,1,1,tbsp,15,,
3008,2,1,oz,28.35,,
3008,3,1,jar,71,,
3008,4,1,jar Gerber Second Foods (2.5 oz),71,,
3009,1,1,oz,28.35,,
3009,2,1,jar,71,,
3010,1,1,tbsp,15,,
3010,2,1,oz,28.35,,
3010,3,1,jar,71,,
3010,4,1,jar Beech-Nut Stage 1 (2.5 oz),71,,
3010,5,1,jar Gerber Second Foods (2.5 oz),71,,
3010,6,1,jar Heinz Strained-2 (2.5 oz),71,,
3011,1,1,oz,28.35,,
3011,2,1,jar,71,,
3012,1,1,tbsp,15,,
3012,2,1,oz,28.35,,
3012,3,1,jar,71,,
3012,4,1,jar Beech-Nut Stage 1 (2.5 oz),71,,
3012,5,1,jar Gerber Second Foods (2.5 oz),71,,
3012,6,1,jar Heinz Strained-2 (2.5 oz),71,,
3013,1,1,tbsp,15,,
3013,2,1,oz,28.35,,
3013,3,1,jar,71,,
3013,4,1,jar Gerber Third Foods (2.5 oz),71,,
3013,5,1,jar Heinz Junior-3 (2.5 oz),71,,
3014,1,1,stick,10,,
3014,2,1,jar,71,,
3014,3,1,jar Gerber Graduate (2.5 oz),71,,
3015,1,1,tbsp,15,,
3015,2,1,oz,28.35,,
3015,3,1,jar,71,,
3015,4,1,jar Beech-Nut Stage 1 (2.5 oz),71,,
3015,5,1,jar Gerber Second Foods (2.5 oz),71,,
3015,6,1,jar Heinz Strained-2 (2.5 oz),71,,
3016,1,1,tbsp,15,,
3016,2,1,oz,28.35,,
3016,3,1,jar,71,,
3016,4,1,jar Gerber Third Foods (2.5 oz),71,,
3017,1,1,stick,10,,
3017,2,1,jar,71,,
3017,3,1,jar Gerber Graduate (2.5 oz),71,,
3021,1,1,stick,10,,
3021,2,1,jar,71,,
3021,3,1,jar Gerber Graduate (2.5 oz),71,,
3041,1,1,oz,28.35,,
3041,2,1,jar,113,,
3042,1,1,oz,28.35,,
3042,2,1,jar,170,,
3043,1,1,oz,28.35,,
3043,2,1,jar,170,,
3044,1,1,tbsp,16,,
3044,2,1,oz,28.35,,
3044,3,1,jar,113,,
3044,4,1,jar Gerber Second Food (4 oz),113,,
3044,5,1,jar Beech-Nut Stage 2 (4 oz),113,,
3044,6,1,jar Heinz Strained-2 (4 oz),113,,
3045,1,1,tbsp,16,,
3045,2,1,oz,28.35,,
3045,3,1,jar,170,,
3045,4,1,jar Beech-Nut Stage 3 (6 oz),170,,
3045,5,1,jar Gerber Third Foods (6 oz),170,,
3046,1,1,tbsp,16,,
3046,2,1,piece,8,,
3047,1,1,tbsp,16,,
3047,2,1,oz,28.35,,
3047,3,1,jar,113,,
3047,4,1,jar Gerber Second Food (4 oz),113,,
3047,5,1,jar Beech-Nut Stage 2 (4 oz),113,,
3047,6,1,jar Heinz Strained-2 (4 oz),113,,
3049,1,1,oz,28.35,,
3049,2,1,jar,170,,
3050,1,1,tbsp,16,,
3050,2,1,oz,28.35,,
3050,3,1,jar,170,,
3050,4,1,jar Beech-Nut Stage 3 (6 oz),170,,
3050,5,1,jar Gerber Third Foods (6 oz),170,,
3050,6,1,jar Heinz Junior-3 (6 oz),170,,
3051,1,1,oz,28.35,,
3051,2,1,jar,170,,
3052,1,1,oz,28.35,,
3052,2,1,jar,170,,
3052,3,1,jar Beech-Nut Table Time (6 oz),170,,
3053,1,1,cup,256,,
3053,2,1,tbsp,16,,
3053,3,1,oz,28.35,,
3053,4,1,jar,113,,
3053,5,1,jar Earth's Best (4.5 oz),128,,
3053,6,1,jar Gerber Second Food (4 oz),113,,
3053,7,1,jar Beech-Nut Stage 2 (4 oz),113,,
3053,8,1,jar Heinz Strained-2 (4 oz),113,,
3054,1,1,cup,256,,
3054,2,1,tbsp,16,,
3054,3,1,oz,28.35,,
3054,4,1,jar,170,,
3054,5,1,jar Beech-Nut Stage 3 (6 oz),170,,
3054,6,1,jar Gerber Third Foods (6 oz),170,,
3054,7,1,jar Heinz Junior-3 (6 oz),170,,
3055,1,1,jar Beech-Nut Stage 2 (4 oz),113,,
3059,1,1,cup,256,,
3059,2,1,tbsp,16,,
3059,3,1,oz,28.35,,
3059,4,1,jar,113,,
3059,5,1,jar Gerber Second Food (4 oz),113,,
3059,6,1,jar Heinz Strained-2 (4 oz),113,,
3061,1,1,cup,256,,
3061,2,1,tbsp,16,,
3061,3,1,oz,28.35,,
3061,4,1,jar,113,,
3061,5,1,jar Gerber Second Food (4 oz),113,,
3061,6,1,jar Beech-Nut Stage 2 (4 oz),113,,
3061,7,1,jar Heinz Strained-2 (4 oz),113,,
3062,1,1,cup,256,,
3062,2,1,tbsp,16,,
3062,3,1,oz,28.35,,
3062,4,1,jar,170,,
3062,5,1,jar Gerber Third Foods (6 oz),170,,
3062,6,1,jar Heinz Junior-3 (6 oz),170,,
3066,1,1,cup,256,,
3066,2,1,tbsp,16,,
3066,3,1,oz,28.35,,
3066,4,1,jar,113,,
3066,5,1,jar Beech-Nut Stage 2 (4 oz),113,,
3066,6,1,jar Heinz Strained-2 (4 oz),113,,
3067,1,1,oz,28.35,,
3067,2,1,jar,170,,
3068,1,1,tbsp,16,,
3068,2,1,oz,28.35,,
3068,3,1,jar,113,,
3068,4,1,jar Gerber Second Food (4 oz),113,,
3068,5,1,jar Beech-Nut Stage 2 (4 oz),113,,
3068,6,1,jar Heinz Strained-2 (4 oz),113,,
3069,1,1,tbsp,16,,
3069,2,1,oz,28.35,,
3069,3,1,jar,170,,
3069,4,1,jar Beech-Nut Stage 3 (6 oz),170,,
3069,5,1,jar Gerber Third Foods (6 oz),170,,
3069,6,1,jar Heinz Junior-3 (6 oz),170,,
3070,1,1,cup,229,,
3070,2,1,tbsp,16,,
3070,3,1,oz,28.35,,
3070,4,1,jar,113,,
3070,5,1,jar Beech-Nut Stage 2 (4 oz),113,,
3070,6,1,jar Heinz Strained-2 (4 oz),113,,
3072,1,1,tbsp,16,,
3072,2,1,oz,28.35,,
3072,3,1,jar (6.25 oz),177,,
3072,4,1,jar,170,,
3073,1,1,cup,256,,
3073,2,1,tbsp,16,,
3073,3,1,oz,28.35,,
3073,4,1,jar,113,,
3073,5,1,jar Gerber Second Food (4 oz),113,,
3073,6,1,jar Beech-Nut Stage 2 (4 oz),113,,
3073,7,1,jar Heinz Strained-2 (4 oz),113,,
3075,1,1,oz,28.35,,
3075,2,1,jar,113,,
3076,1,1,oz,28.35,,
3076,2,1,jar,170,,
3077,1,1,"jar, Gerber (4 oz)",113,,
3079,1,1,oz,28.35,,
3079,2,1,jar,113,,
3081,1,1,oz,28.35,,
3081,2,1,jar,170,,
3082,1,1,tbsp,16,,
3082,2,1,oz,28.35,,
3082,3,1,jar,113,,
3082,4,1,jar Gerber Second Food (4 oz),113,,
3082,5,1,jar Beech-Nut Stage 2 (4 oz),113,,
3082,6,1,jar Heinz Strained-2 (4 oz),113,,
3083,1,1,tbsp,16,,
3083,2,1,oz,28.35,,
3083,3,1,jar,170,,
3083,4,1,jar Beech-Nut Stage 3 (6 oz),170,,
3083,5,1,jar Gerber Third Foods (6 oz),170,,
3083,6,1,jar Heinz Junior-3 (6 oz),170,,
3084,1,1,cup,256,,
3084,2,1,tbsp,16,,
