64,1/5/04,5893,224.41,18.51,242.92
65,1/9/04,1536,352.01,29.04,381.05
66,1/21/04,2014,130.29,10.75,141.04
67,1/10/04,4489,98.43,8.12,106.55
68,1/9/04,16173,260.2,21.47,281.67
69,1/13/04,3870,335.2,27.65,362.85
70,1/15/04,12808,286.84,23.66,310.5
71,1/16/04,8529,137.41,11.34,148.75
72,1/28/04,19733,208.51,17.2,225.71
73,1/12/04,2807,170.63,14.08,184.71
74,1/4/04,17382,63.73,5.26,68.99
75,1/25/04,12456,29.46,2.43,31.89
76,1/15/04,7691,143.3,11.82,155.12
77,1/23/04,7011,348.82,28.78,377.6
78,1/1/04,19921,145.5,12,157.5
79,1/9/04,10955,62.09,5.12,67.21
80,1/12/04,12310,206.96,17.07,224.03
81,1/8/04,13507,289.6,23.89,313.49
82,1/7/04,7706,311.14,25.67,336.81
83,1/17/04,4940,89.86,7.41,97.27
84,1/20/04,5329,85.9,7.09,92.99
85,1/31/04,13076,257.81,21.27,279.08
86,1/25/04,2777,282.12,23.27,305.39
87,1/4/04,3345,310.36,25.6,335.96
88,1/25/04,17189,129.08,10.65,139.73
89,1/29/04,2284,0.02,0,0.02
90,1/21/04,9578,285.28,23.54,308.82
91,1/4/04,2023,234,19.3,253.31
92,1/24/04,19791,102.6,8.46,111.06
93,1/26/04,7879,277,22.85,299.85
94,1/2/04,18507,227.24,18.75,245.99
95,1/4/04,5134,355.34,29.32,384.66
96,1/23/04,931,387.69,31.98,419.67
97,1/17/04,4986,258.74,21.35,280.09
98,1/13/04,9623,33.76,2.79,36.55
99,1/17/04,7907,395.8,32.65,428.45
100,1/13/04,11368,22.17,1.83,24
101,1/2/04,10792,131.74,10.87,142.61
102,1/21/04,14140,373.28,30.8,404.08
103,1/16/04,8779,104.76,8.64,113.4
104,1/25/04,17236,245.22,20.23,265.45
105,1/31/04,10381,245.31,20.24,265.55
106,1/19/04,7022,194.19,16.02,210.21
107,1/2/04,16437,142.47,11.75,154.22
108,1/22/04,10804,249.2,20.56,269.76
109,1/17/04,18937,317.51,26.19,343.7
110,1/23/04,10107,200.01,16.5,216.51
111,1/24/04,1041,71.59,5.91,77.5
112,1/12/04,12608,120.89,9.97,130.86
113,1/4/04,13955,303.91,25.07,328.98
114,1/4/04,16702,185.09,15.27,200.36
115,1/24/04,5352,130.68,10.78,141.46
116,1/22/04,3929,59.96,4.95,64.91
117,1/6/04,17259,380.83,31.42,412.25
118,1/26/04,18326,231.99,19.14,251.13
119,1/6/04,16458,343.8,28.36,372.16
120,1/21/04,16542,40.58,3.35,43.93
121,1/19/04,3318,390.72,32.23,422.95
122,1/12/04,19640,18,1.49,19.48
123,1/7/04,6946,184.31,15.21,199.52
124,1/15/04,2652,372.27,30.71,402.98
125,1/27/04,19913,363.88,30.02,393.9
126,1/29/04,16933,132.88,10.96,143.84
127,1/4/04,5824,229.24,18.91,248.15
128,1/5/04,12742,198.31,16.36,214.67
129,1/5/04,17278,159.63,13.17,172.8
130,1/6/04,5159,179.61,14.82,194.43
131,1/1/04,351,81.68,6.74,88.42
132,1/27/04,19182,285.01,23.51,308.52
133,1/4/04,9124,395.35,32.62,427.97
134,1/14/04,6511,37.97,3.13,41.1
135,1/28/04,14524,339.95,28.05,368
136,1/6/04,952,374.12,30.86,404.98
137,1/25/04,10156,79.85,6.59,86.44
138,1/30/04,5066,63.21,5.21,68.42
139,1/21/04,2176,368.2,30.38,398.58
140,1/16/04,13554,34.43,2.84,37.27
141,1/28/04,1060,20.75,1.71,22.46
142,1/3/04,971,220.68,18.21,238.89
143,1/26/04,10315,201.99,16.66,218.65
144,1/23/04,13220,135.58,11.19,146.77
145,1/19/04,123,19.98,1.65,21.63
146,1/29/04,9986,269.66,22.25,291.91
147,1/16/04,5657,120.11,9.91,130.02
148,1/17/04,16216,362.04,29.87,391.91
149,1/19/04,8933,24.83,2.05,26.88
150,1/24/04,17457,122.95,10.14,133.09
151,1/30/04,663,239.52,19.76,259.28
152,1/6/04,18206,275.81,22.75,298.56
153,1/18/04,11606,69.3,5.72,75.02
154,1/9/04,8154,226.65,18.7,245.35
155,1/26/04,13131,39.01,3.22,42.23
156,1/16/04,19505,126.78,10.46,137.24
157,1/5/04,4730,300.02,24.75,324.77
158,1/15/04,17109,192.95,15.92,208.87
159,1/24/04,8495,25.18,2.08,27.26
160,1/31/04,13993,396.44,32.71,429.15
161,1/4/04,18573,242.35,19.99,262.34
162,1/9/04,10908,85.24,7.03,92.27
163,1/20/04,4117,343.88,28.37,372.25
164,1/18/04,17784,159.1,13.13,172.23
165,1/9/04,17289,167.52,13.82,181.34
166,1/21/04,17710,37.64,3.11,40.75
167,1/12/04,8405,302.28,24.94,327.22
168,1/2/04,2265,375.65,30.99,406.64
169,1/23/04,5612,50.18,4.14,54.32
170,1/8/04,9528,94.43,7.79,102.22
171,1/10/04,5957,270.31,22.3,292.61
172,1/10/04,13183,285.64,23.57,309.21
173,1/29/04,4120,359.56,29.66,389.22
174,1/12/04,7059,66.71,5.5,72.21
175,1/27/04,5688,122.23,10.08,132.31
176,1/8/04,14079,363.11,29.96,393.07
177,1/3/04,14895,215.29,17.76,233.05
178,1/24/04,1044,391.27,32.28,423.55
179,1/9/04,1509,269.12,22.2,291.32
180,1/7/04,15435,293.03,24.17,317.2
181,1/31/04,2474,52.5,4.33,56.83
182,1/15/04,19018,316.19,26.09,342.28
183,1/21/04,119,108.45,8.95,117.4
184,1/21/04,12324,311.85,25.73,337.58
185,1/13/04,7233,11.51,0.95,12.46
186,1/28/04,16093,158.4,13.07,171.47
187,1/3/04,2282,325.17,26.83,352
188,1/28/04,5219,345.61,28.51,374.12
189,1/25/04,8185,3.56,0.29,3.85
190,1/12/04,1756,145.88,12.04,157.92
191,1/3/04,7051,290.91,24,314.91
192,1/5/04,14063,375.3,30.96,406.26
193,1/28/04,1108,290.63,23.98,314.61
194,1/13/04,13013,112.19,9.26,121.45
195,1/29/04,19836,211.24,17.43,228.67
196,1/4/04,9560,184.45,15.22,199.67
197,1/22/04,11433,267.28,22.05,289.33
198,1/10/04,13901,369.56,30.49,400.05
199,1/4/04,4424,27.53,2.27,29.8
200,1/10/04,13076,3.75,0.31,4.06
201,1/28/04,1876,67.84,5.6,73.44
202,1/24/04,2028,90.16,7.44,97.6
203,1/14/04,7742,307.95,25.41,333.36
204,1/19/04,16170,353.56,29.17,382.73
205,1/28/04,15058,187.4,15.46,202.86
206,1/5/04,9924,304.09,25.09,329.18
207,1/26/04,6453,90.75,7.49,98.24
208,1/7/04,6431,254.87,21.03,275.9
209,1/26/04,19260,296.5,24.46,320.96
210,1/23/04,7578,62.73,5.18,67.91
211,1/3/04,15564,397.42,32.79,430.21
212,1/20/04,2822,395.04,32.59,427.63
213,1/17/04,12290,23.51,1.94,25.45
214,1/7/04,8069,331.61,27.36,358.97
215,1/27/04,15785,195.2,16.1,211.3
216,1/15/04,8160,255.13,21.05,276.18
217,1/16/04,4814,388.43,32.05,420.48
218,1/17/04,11609,40.72,3.36,44.08
219,1/18/04,8205,399.86,32.99,432.85
220,1/8/04,11791,309.75,25.55,335.3
221,1/19/04,18631,10.13,0.84,10.97
222,1/11/04,13199,265.36,21.89,287.25
223,1/18/04,12340,322,26.57,348.56
224,1/5/04,78,330.24,27.24,357.48
225,1/23/04,6196,326.66,26.95,353.61
226,1/8/04,10432,20.96,1.73,22.69
227,1/8/04,13953,375.97,31.02,406.99
228,1/21/04,16074,160.63,13.25,173.88
229,1/27/04,15328,286.03,23.6,309.63
230,1/29/04,19989,24.34,2.01,26.35
231,1/18/04,1271,343.88,28.37,372.25
232,1/24/04,2634,200.48,16.54,217.02
233,1/4/04,1686,379.29,31.29,410.58
234,1/25/04,5751,194.14,16.02,210.16
235,1/23/04,13707,179.03,14.77,193.8
236,1/20/04,11518,152.22,12.56,164.78
237,1/18/04,13392,5.43,0.45,5.88
238,1/16/04,18916,236.26,19.49,255.75
239,1/27/04,15234,32.85,2.71,35.56
240,1/31/04,7989,171.68,14.16,185.84
241,1/24/04,3340,246.34,20.32,266.66
242,1/17/04,14552,163.88,13.52,177.4
243,1/26/04,6958,286.82,23.66,310.48
244,1/7/04,5311,373.33,30.8,404.13
245,1/7/04,19485,394.24,32.52,426.76
246,1/10/04,2884,73.4,6.06,79.46
247,1/14/04,6463,177.29,14.63,191.92
248,1/6/04,2718,251.05,20.71,271.76
249,1/29/04,6782,378.59,31.23,409.82
250,1/15/04,6957,322.05,26.57,348.62
251,1/22/04,8116,395.41,32.62,428.03
252,1/26/04,16809,351.46,29,380.46
253,1/13/04,13398,111.55,9.2,120.75
254,1/5/04,376,333.69,27.53,361.22
255,1/30/04,11048,15.9,1.31,17.21
256,1/30/04,9456,293.28,24.2,317.48
257,1/11/04,14245,85.77,7.08,92.85
258,1/15/04,12926,72.85,6.01,78.86
259,1/20/04,1829,7.69,0.63,8.32
260,1/11/04,5965,206.34,17.02,223.36
261,1/15/04,7581,228.64,18.86,247.5
262,1/25/04,13285,338.66,27.94,366.6
263,1/23/04,2405,168.58,13.91,182.49
264,1/21/04,13048,329.95,27.22,357.17
265,1/9/04,7830,221.16,18.25,239.41
266,1/8/04,8342,95.38,7.87,103.25
267,1/27/04,16022,14.3,1.18,15.48
268,1/2/04,19232,26.67,2.2,28.87
269,1/30/04,5117,268.88,22.18,291.06
270,1/1/04,3521,31.86,2.63,34.49
271,1/9/04,8757,35.22,2.91,38.13
272,1/17/04,15368,188.09,15.52,203.61
273,1/7/04,9672,206.09,17,223.09
274,1/11/04,13593,224.08,18.49,242.57
275,1/7/04,6361,260.83,21.52,282.35
276,1/24/04,9038,363.74,30.01,393.75
277,1/7/04,14566,240.93,19.88,260.81
278,1/14/04,4875,342.46,28.25,370.71
279,1/1/04,14331,9.04,0.75,9.79
280,1/8/04,11075,310.84,25.64,336.48
281,1/26/04,8761,79.56,6.56,86.12
282,1/13/04,10014,231.56,19.1,250.66
283,1/2/04,15101,87.26,7.2,94.46
284,1/9/04,19331,97,8,105
285,1/16/04,13066,376.11,31.03,407.14
286,1/8/04,4387,391.82,32.33,424.15
287,1/7/04,19784,6.49,0.54,7.03
288,1/6/04,11617,397.86,32.82,430.68
289,1/15/04,12178,166.28,13.72,180
290,1/9/04,8069,267.63,22.08,289.71
291,1/28/04,1072,54.24,4.47,58.71
292,1/21/04,7361,31.38,2.59,33.97
293,1/5/04,19095,297.03,24.5,321.53
294,1/13/04,7090,62.67,5.17,67.84
295,1/1/04,3099,361.87,29.85,391.72
296,1/15/04,16553,7.12,0.59,7.71
297,1/26/04,19862,195.64,16.14,211.78
298,1/28/04,15789,143.12,11.81,154.93
299,1/5/04,16181,262.6,21.66,284.26
300,1/17/04,12847,272.72,22.5,295.22
301,1/5/04,14440,98.24,8.1,106.34
302,1/9/04,16940,132.42,10.92,143.34
303,1/24/04,18535,0.91,0.08,0.99
304,1/1/04,11914,58.92,4.86,63.78
305,1/1/04,17738,397.26,32.77,430.03
306,1/28/04,18602,127.73,10.54,138.27
307,1/18/04,11769,48.24,3.98,52.22
308,1/14/04,160,343.93,28.37,372.3
309,1/7/04,18914,46.32,3.82,50.14
310,1/10/04,15413,151.17,12.47,163.64
311,1/30/04,5599,76.75,6.33,83.08
312,1/17/04,12027,162.21,13.38,175.59
313,1/19/04,7472,55.55,4.58,60.13
314,1/6/04,7687,378.25,31.21,409.46
315,1/5/04,14465,281.59,23.23,304.82
316,1/25/04,5659,142.55,11.76,154.31
317,1/15/04,13315,266.57,21.99,288.56
318,1/8/04,14667,280.16,23.11,303.27
319,1/20/04,13437,141.94,11.71,153.65
320,1/24/04,4985,129.24,10.66,139.9
321,1/2/04,19809,237.86,19.62,257.48
322,1/31/04,18452,297.84,24.57,322.41
323,1/11/04,15575,271.71,22.42,294.13
324,1/11/04,13195,187.84,15.5,203.34
325,1/15/04,13173,152.15,12.55,164.7
326,1/21/04,19981,144.71,11.94,156.65
327,1/29/04,3622,317.08,26.16,343.24
328,1/22/04,7671,296.85,24.49,321.34
329,1/3/04,13861,290.47,23.96,314.43
330,1/11/04,19857,183.97,15.18,199.15
331,1/2/04,17795,101.14,8.34,109.48
332,1/11/04,5064,338.41,27.92,366.33
333,1/29/04,160,193.09,15.93,209.02
334,1/28/04,16649,75.74,6.25,81.99
335,1/29/04,18217,29.94,2.47,32.41
336,1/30/04,5606,103.98,8.58,112.56
337,1/3/04,6967,116.32,9.6,125.92
338,1/3/04,16697,14.22,1.17,15.39
339,1/27/04,9626,242.02,19.97,261.99
340,1/9/04,2904,59.53,4.91,64.44
341,1/8/04,19587,322.97,26.65,349.62
342,1/10/04,9688,112.82,9.31,122.13
343,1/7/04,5526,39.57,3.26,42.83
344,1/10/04,1349,361.26,29.8,391.06
345,1/11/04,16417,242.78,20.03,262.81
346,1/10/04,136,206.56,17.04,223.6
347,1/20/04,4522,225.56,18.61,244.17
348,1/24/04,16536,339.09,27.97,367.06
349,1/21/04,5066,206.6,17.04,223.64
350,1/22/04,2905,371.61,30.66,402.27
351,1/23/04,8064,6.29,0.52,6.81
352,1/10/04,444,93.93,7.75,101.68
353,1/10/04,1199,297.17,24.52,321.69
354,1/12/04,13022,286.5,23.64,310.14
355,1/3/04,11155,63.96,5.28,69.24
356,1/23/04,2088,260.72,21.51,282.23
357,1/10/04,5109,266.16,21.96,288.12
358,1/27/04,13337,217.76,17.97,235.73
359,1/3/04,10388,237.02,19.55,256.57
360,1/15/04,6030,254.71,21.01,275.72
361,1/20/04,3611,324.89,26.8,351.69
362,1/27/04,4654,67.54,5.57,73.11
363,1/26/04,19387,298.46,24.62,323.08
364,1/24/04,12482,28.07,2.32,30.39
365,1/27/04,6405,315.23,26.01,341.24
366,1/22/04,250,317.52,26.2,343.72
367,1/4/04,6817,147.22,12.15,159.37
368,1/15/04,17740,31.53,2.6,34.13
369,1/20/04,5131,84.5,6.97,91.47
370,1/17/04,8987,291.6,24.06,315.66
371,1/2/04,11905,117.21,9.67,126.88
372,1/14/04,424,372.36,30.72,403.08
373,1/21/04,18458,276.55,22.82,299.37
374,1/2/04,11663,297.77,24.57,322.34
375,1/3/04,7270,101.19,8.35,109.54
376,1/24/04,10634,153.13,12.63,165.76
377,1/29/04,7012,34.41,2.84,37.25
378,1/12/04,18339,266.14,21.96,288.1
379,1/14/04,13,227.45,18.76,246.21
380,1/23/04,1411,6.78,0.56,7.34
381,1/16/04,3493,154.93,12.78,167.71
382,1/4/04,15605,218.01,17.99,236
383,1/27/04,10739,223.47,18.44,241.91
384,1/6/04,18966,352.9,29.11,382.01
385,1/7/04,4305,327.02,26.98,354
386,1/4/04,4900,10.45,0.86,11.31
387,1/13/04,2625,354.8,29.27,384.07
388,1/13/04,4774,281.65,23.24,304.89
389,1/31/04,18084,194.85,16.08,210.93
390,1/27/04,17953,14.88,1.23,16.11
391,1/14/04,10005,112.02,9.24,121.26
392,1/30/04,18524,374.63,30.91,405.54
393,1/20/04,5942,180.49,14.89,195.38
394,1/6/04,4714,295.34,24.37,319.71
395,1/4/04,12422,146.39,12.08,158.47
396,1/15/04,683,380.95,31.43,412.38
397,1/10/04,12185,189.49,15.63,205.12
398,1/22/04,1644,83.04,6.85,89.89
399,1/16/04,18249,93.47,7.71,101.18
400,1/18/04,1381,26.28,2.17,28.45
401,1/29/04,11980,334.91,27.63,362.54
402,1/9/04,19006,135.49,11.18,146.67
403,1/29/04,3507,396.11,32.68,428.79
404,1/19/04,5596,45.74,3.77,49.51
405,1/30/04,4556,283.87,23.42,307.29
406,1/27/04,7784,187.52,15.47,202.99
407,1/18/04,877,14.68,1.21,15.89
408,1/5/04,19690,263.12,21.71,284.83
409,1/11/04,11260,103.92,8.57,112.49
410,1/10/04,10423,11.24,0.93,12.17
411,1/15/04,15476,61.58,5.08,66.66
412,1/16/04,6162,363.79,30.01,393.8
413,1/18/04,16111,66.38,5.48,71.86
414,1/23/04,11258,228.38,18.84,247.22
415,1/22/04,4508,331.01,27.31,358.32
416,1/27/04,15671,44.58,3.68,48.26
417,1/21/04,4289,26.57,2.19,28.76
418,1/9/04,16219,347.11,28.64,375.75
419,1/6/04,11991,82.86,6.84,89.7
420,1/30/04,4034,213.34,17.6,230.94
421,1/17/04,19147,82.76,6.83,89.59
422,1/5/04,731,7.78,0.64,8.42
423,1/23/04,18096,93.08,7.68,100.76
424,1/31/04,12583,118.96,9.81,128.77
425,1/23/04,18682,370.63,30.58,401.21
426,1/5/04,9346,245.92,20.29,266.21
427,1/18/04,16763,187.64,15.48,203.12
428,1/2/04,16504,71.31,5.88,77.19
429,1/12/04,326,89.72,7.4,97.12
430,1/17/04,7080,117.69,9.71,127.4
431,1/23/04,8776,78.09,6.44,84.53
432,1/12/04,5072,305.18,25.18,330.36
433,1/14/04,5332,40.78,3.36,44.14
434,1/14/04,7090,352.77,29.1,381.87
435,1/7/04,1896,312.69,25.8,338.49
436,1/27/04,3288,42.56,3.51,46.07
437,1/1/04,10941,209.14,17.25,226.39
438,1/11/04,11390,10.61,0.88,11.49
439,1/11/04,3841,175.78,14.5,190.28
440,1/23/04,14889,79.98,6.6,86.58
441,1/15/04,10861,332.76,27.45,360.21
442,1/11/04,15076,279.91,23.09,303
443,1/17/04,14423,162.75,13.43,176.18
444,1/24/04,16402,321.56,26.53,348.09
445,1/3/04,1985,341.9,28.21,370.11
446,1/31/04,732,118.1,9.74,127.84
447,1/1/04,19381,313.55,25.87,339.42
448,1/11/04,972,277.44,22.89,300.33
449,1/7/04,9010,18.82,1.55,20.37
450,1/5/04,10263,224.52,18.52,243.04
451,1/24/04,7046,147.28,12.15,159.43
452,1/23/04,5393,375.62,30.99,406.61
453,1/11/04,11735,326.86,26.97,353.83
454,1/14/04,14486,104.49,8.62,113.11
455,1/8/04,13304,183.94,15.18,199.12
456,1/20/04,18945,195.2,16.1,211.3
457,1/20/04,7669,100.92,8.33,109.25
458,1/8/04,12683,62.56,5.16,67.72
459,1/30/04,11873,4.04,0.33,4.37
460,1/15/04,7897,338.64,27.94,366.58
461,1/1/04,2748,140.47,11.59,152.06
462,1/15/04,5776,2.46,0.2,2.66
463,1/31/04,517,66.65,5.5,72.15
464,1/6/04,7660,244.03,20.13,264.16
465,1/7/04,482,72.75,6,78.75
466,1/6/04,17174,231.87,19.13,251
467,1/18/04,6156,343,28.3,371.3
468,1/29/04,18428,112.69,9.3,121.99
469,1/15/04,18073,251.54,20.75,272.29
470,1/12/04,5317,313.65,25.88,339.53
471,1/11/04,15807,17.88,1.48,19.36
472,1/25/04,9092,81.55,6.73,88.28
473,1/14/04,10109,88.03,7.26,95.29
474,1/14/04,5637,318.9,26.31,345.21
475,1/16/04,1652,90.25,7.45,97.7
476,1/27/04,493,8.4,0.69,9.09
477,1/25/04,11564,341.82,28.2,370.02
478,1/11/04,14697,202.85,16.74,219.59
479,1/26/04,11691,153.64,12.68,166.32
480,1/12/04,14405,385.01,31.76,416.77
481,1/30/04,16500,341.62,28.18,369.8
482,1/3/04,10265,77.83,6.42,84.25
483,1/2/04,7500,391.59,32.31,423.9
484,1/20/04,10431,360.94,29.78,390.72
485,1/27/04,9022,127.54,10.52,138.06
486,1/5/04,16929,68.88,5.68,74.56
487,1/1/04,4473,122.74,10.13,132.87
488,1/5/04,8026,320.02,26.4,346.42
489,1/23/04,12829,277.59,22.9,300.49
490,1/31/04,16522,71.23,5.88,77.11
491,1/4/04,3465,20.18,1.66,21.84
492,1/20/04,11856,209.83,17.31,227.14
493,1/14/04,12183,22,1.82,23.82
494,1/24/04,2788,340.82,28.12,368.94
495,1/28/04,4056,5.41,0.45,5.86
496,1/13/04,5784,178.49,14.73,193.22
497,1/26/04,2107,171.17,14.12,185.29
498,1/30/04,15268,32.55,2.69,35.24
499,1/24/04,5011,108.74,8.97,117.71
500,1/14/04,906,185.41,15.3,200.71
501,1/26/04,8735,253.98,20.95,274.93
502,1/30/04,19136,170.96,14.1,185.06
503,1/8/04,1350,238.42,19.67,258.09
504,1/24/04,11774,1.72,0.14,1.86
505,1/13/04,18281,176.38,14.55,190.93
506,1/23/04,19795,8.79,0.73,9.52
507,1/5/04,19308,319.43,26.35,345.78
508,1/28/04,6470,388.9,32.08,420.98
509,1/29/04,8328,351.15,28.97,380.12
510,1/8/04,17630,220.76,18.21,238.97
511,1/31/04,3490,166.08,13.7,179.78
512,1/22/04,8031,327.73,27.04,354.77
513,1/1/04,2569,0.59,0.05,0.64
514,1/21/04,6177,345.34,28.49,373.83
515,1/1/04,2323,395.8,32.65,428.45
516,1/20/04,3187,206.07,17,223.07
517,1/19/04,17446,88.61,7.31,95.92
518,1/6/04,19783,70.43,5.81,76.24
519,1/23/04,4511,389.42,32.13,421.55
520,1/1/04,223,52.32,4.32,56.64
521,1/11/04,19599,360.22,29.72,389.94
522,1/16/04,5896,342.51,28.26,370.77
523,1/5/04,6187,46.65,3.85,50.5
524,1/12/04,10448,382.52,31.56,414.08
525,1/14/04,11048,266.56,21.99,288.55
526,1/4/04,5494,355.88,29.36,385.24
527,1/26/04,15328,32.64,2.69,35.33
528,1/16/04,6246,114.56,9.45,124.01
529,1/17/04,6953,380.82,31.42,412.24
530,1/5/04,5091,141.17,11.65,152.82
531,1/27/04,2509,343.52,28.34,371.86
532,1/1/04,14574,274.01,22.61,296.62
533,1/30/04,6284,10.72,0.88,11.6
534,1/14/04,2821,217.19,17.92,235.11
535,1/21/04,959,105.48,8.7,114.18
536,1/6/04,15725,321.47,26.52,347.99
537,1/18/04,2034,221.88,18.31,240.19
538,1/31/04,14721,36.8,3.04,39.84
539,1/25/04,8105,25.01,2.06,27.07
540,1/27/04,18858,337.05,27.81,364.86
541,1/11/04,13774,26.93,2.22,29.15
542,1/18/04,595,123.63,10.2,133.83
543,1/15/04,12847,268.98,22.19,291.17
544,1/9/04,17962,56.86,4.69,61.55
545,1/9/04,6358,85.2,7.03,92.23
546,1/23/04,19138,283.61,23.4,307.01
547,1/5/04,12268,267.32,22.05,289.37
548,1/22/04,16984,399.07,32.92,431.99
549,1/3/04,12346,214.35,17.68,232.03
550,1/15/04,8890,375.03,30.94,405.97
551,1/30/04,8467,191.36,15.79,207.15
552,1/29/04,8682,131.17,10.82,141.99
553,1/25/04,13151,10.08,0.83,10.91
554,1/30/04,8051,156.39,12.9,169.29
555,1/8/04,5717,154.52,12.75,167.27
556,1/6/04,3122,298.35,24.61,322.96
557,1/31/04,2815,47.14,3.89,51.03
558,1/11/04,17689,228.7,18.87,247.57
559,1/24/04,15201,278.67,22.99,301.66
560,1/6/04,12514,196.64,16.22,212.86
561,1/3/04,3811,377.56,31.15,408.71
562,1/7/04,6991,78.45,6.47,84.92
563,1/1/04,4075,44.69,3.69,48.38
564,1/22/04,10212,296.3,24.44,320.74
565,1/15/04,231,202.86,16.74,219.6
566,1/30/04,9089,251.43,20.74,272.17
567,1/22/04,2956,193.54,15.97,209.51
568,1/13/04,12773,99.17,8.18,107.35
569,1/20/04,16189,283.39,23.38,306.77
570,1/26/04,905,391.66,32.31,423.97
571,1/16/04,6543,131.57,10.85,142.42
572,1/16/04,6973,346.04,28.55,374.59
573,1/15/04,600,364.93,30.11,395.04
574,1/5/04,637,178.65,14.74,193.39
575,1/25/04,17302,34.2,2.82,37.02
576,1/16/04,3388,79.05,6.52,85.57
577,1/21/04,9064,122.9,10.14,133.04
578,1/21/04,18703,150.15,12.39,162.54
579,1/27/04,13892,312.4,25.77,338.17
580,1/5/04,14013,297.48,24.54,322.02
581,1/28/04,4925,176.72,14.58,191.3
582,1/2/04,18763,284.99,23.51,308.5
583,1/16/04,13168,229.69,18.95,248.64
584,1/18/04,15830,382.92,31.59,414.51
585,1/21/04,1807,91.97,7.59,99.56
586,1/1/04,7090,212.87,17.56,230.43
587,1/15/04,7036,90.3,7.45,97.75
588,1/20/04,16394,90.98,7.51,98.49
589,1/4/04,32,194.63,16.06,210.69
590,1/19/04,5168,303.69,25.05,328.74
591,1/16/04,10807,338.66,27.94,366.6
592,1/23/04,4033,84.42,6.96,91.38
593,1/2/04,10865,186.44,15.38,201.82
594,1/18/04,5938,114.45,9.44,123.89
595,1/19/04,7848,19.1,1.58,20.68
596,1/11/04,11823,398.59,32.88,431.47
597,1/1/04,8395,6.1,0.5,6.6
598,1/21/04,4695,283.76,23.41,307.17
599,1/29/04,15373,399.63,32.97,432.6
600,1/31/04,4634,381.05,31.44,412.49
601,1/11/04,5396,20.52,1.69,22.21
602,1/31/04,12853,180.57,14.9,195.47
603,1/17/04,15275,11.9,0.98,12.88
604,1/8/04,17239,310.87,25.65,336.52
605,1/24/04,10467,296.68,24.48,321.16
606,1/8/04,8833,221.36,18.26,239.62
607,1/20/04,19890,189.17,15.61,204.78
608,1/9/04,5708,72.09,5.95,78.04
609,1/15/04,7361,312.8,25.81,338.61
610,1/27/04,5828,103.1,8.51,111.61
611,1/30/04,2507,180.55,14.9,195.45
612,1/1/04,14267,7.16,0.59,7.75
613,1/19/04,15847,225.99,18.64,244.63
614,1/1/04,862,172.93,14.27,187.2
615,1/30/04,18741,42.23,3.48,45.71
